Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit,Order_Month,Order_Year,Order_Day_of_Week
3692,US-2015-131359,30-10-2015,02-11-2015,Second Class,FA-14230,TEC-CO-10001571,439.992,1,0.2,164.997,10,2015,4
3693,US-2015-131359,30-10-2015,02-11-2015,Second Class,FA-14230,TEC-PH-10004531,87.96,5,0.2,30.786,10,2015,4
3694,US-2015-131359,30-10-2015,02-11-2015,Second Class,FA-14230,FUR-FU-10003026,15.488,4,0.2,3.6784,10,2015,4
3695,CA-2016-142097,15-10-2016,20-10-2016,Standard Class,QJ-19255,OFF-BI-10002082,232.96,7,0,116.48,10,2016,5
3696,CA-2016-142097,15-10-2016,20-10-2016,Standard Class,QJ-19255,OFF-EN-10002312,66.54,6,0,32.6046,10,2016,5
3697,CA-2016-142097,15-10-2016,20-10-2016,Standard Class,QJ-19255,OFF-AP-10000696,43.26,3,0,14.2758,10,2016,5
3698,CA-2015-151680,19-11-2015,21-11-2015,Second Class,TC-21475,FUR-FU-10000305,141.96,2,0,22.7136,11,2015,3
3699,CA-2014-140039,13-09-2014,17-09-2014,Standard Class,ON-18715,OFF-ST-10001034,79.4,5,0.2,5.955,9,2014,5
3700,CA-2017-160416,13-11-2017,18-11-2017,Second Class,AD-10180,TEC-AC-10004114,163.96,4,0,70.5028,11,2017,0
3701,CA-2017-169411,24-12-2017,29-12-2017,Standard Class,AC-10615,FUR-FU-10001602,37.93,1,0,6.8274,12,2017,6
3702,CA-2016-126543,09-01-2016,13-01-2016,Second Class,MF-17665,FUR-FU-10002445,15.168,2,0.2,3.792,1,2016,5
3703,CA-2015-104941,13-06-2015,19-06-2015,Standard Class,DH-13075,OFF-AR-10004269,24.78,6,0,6.9384,6,2015,5
3704,CA-2015-104941,13-06-2015,19-06-2015,Standard Class,DH-13075,OFF-BI-10001249,19.14,3,0,8.8044,6,2015,5
3705,CA-2015-104941,13-06-2015,19-06-2015,Standard Class,DH-13075,TEC-CO-10004202,899.97,3,0,314.9895,6,2015,5
3706,CA-2015-104941,13-06-2015,19-06-2015,Standard Class,DH-13075,OFF-PA-10003363,32.4,5,0,15.552,6,2015,5
3707,CA-2017-160087,18-03-2017,22-03-2017,Standard Class,EN-13780,OFF-AR-10001915,23.832,3,0.2,6.5538,3,2017,5
3708,CA-2014-120544,23-11-2014,27-11-2014,Standard Class,SS-20140,FUR-FU-10001940,6.368,2,0.6,-2.5472,11,2014,6
3709,CA-2014-120544,23-11-2014,27-11-2014,Standard Class,SS-20140,OFF-AP-10004336,34.176,3,0.8,-87.1488,11,2014,6
3710,CA-2014-120544,23-11-2014,27-11-2014,Standard Class,SS-20140,TEC-AC-10003709,5.544,7,0.2,1.6632,11,2014,6
3711,CA-2017-113670,15-10-2017,17-10-2017,First Class,RS-19765,FUR-TA-10001705,510.24,3,0.2,6.378,10,2017,6
3712,CA-2017-113670,15-10-2017,17-10-2017,First Class,RS-19765,OFF-PA-10000675,204.95,5,0,100.4255,10,2017,6
3713,CA-2017-166198,21-04-2017,24-04-2017,First Class,JW-15955,TEC-AC-10000521,11.54,1,0,3.462,4,2017,4
3714,CA-2017-166198,21-04-2017,24-04-2017,First Class,JW-15955,FUR-FU-10004622,162.6,3,0,34.146,4,2017,4
3715,CA-2014-135608,08-12-2014,10-12-2014,Second Class,JK-15625,OFF-PA-10001954,45.68,2,0,21.0128,12,2014,0
3716,CA-2014-135608,08-12-2014,10-12-2014,Second Class,JK-15625,FUR-CH-10002602,603.92,5,0.2,45.294,12,2014,0
3717,CA-2017-144568,29-05-2017,02-06-2017,Standard Class,JO-15550,OFF-FA-10004395,23.55,5,0,1.1775,5,2017,0
3718,CA-2016-142370,19-09-2016,23-09-2016,Standard Class,TP-21130,OFF-SU-10003002,5.04,2,0,0.1512,9,2016,0
3719,CA-2016-142370,19-09-2016,23-09-2016,Standard Class,TP-21130,TEC-AC-10002926,249.95,5,0,107.4785,9,2016,0
3720,CA-2016-105900,17-09-2016,23-09-2016,Standard Class,BS-11590,OFF-AR-10002656,33.4,5,0,12.358,9,2016,5
3721,CA-2016-151155,20-12-2016,24-12-2016,Standard Class,AB-10255,FUR-FU-10001918,18.92,4,0,7.3788,12,2016,1
3722,CA-2016-151155,20-12-2016,24-12-2016,Standard Class,AB-10255,OFF-BI-10003910,15.42,2,0,6.939,12,2016,1
3723,CA-2017-144036,22-11-2017,26-11-2017,Standard Class,FO-14305,OFF-AR-10000122,35.712,8,0.2,2.232,11,2017,2
3724,US-2014-169789,30-12-2014,04-01-2015,Standard Class,MF-17665,OFF-BI-10004600,551.985,5,0.7,-459.9875,12,2014,1
3725,CA-2017-127264,03-04-2017,05-04-2017,First Class,SA-20830,OFF-AR-10003045,7.056,3,0.2,2.205,4,2017,0
3726,CA-2016-151512,26-12-2016,02-01-2017,Standard Class,SH-19975,OFF-AP-10000252,18.72,2,0.2,3.51,12,2016,0
3727,CA-2016-165169,05-06-2016,11-06-2016,Standard Class,JL-15235,OFF-ST-10001496,360.38,2,0,93.6988,6,2016,6
3728,CA-2016-165169,05-06-2016,11-06-2016,Standard Class,JL-15235,OFF-AR-10000122,11.16,2,0,2.79,6,2016,6
3729,CA-2016-165169,05-06-2016,11-06-2016,Standard Class,JL-15235,OFF-LA-10000407,14.94,3,0,6.8724,6,2016,6
3730,CA-2015-109575,18-09-2015,23-09-2015,Standard Class,KH-16630,OFF-ST-10004950,41.96,2,0,7.9724,9,2015,4
3731,CA-2015-109575,18-09-2015,23-09-2015,Standard Class,KH-16630,OFF-ST-10004123,636.86,7,0,0,9,2015,4
3732,CA-2015-109575,18-09-2015,23-09-2015,Standard Class,KH-16630,TEC-PH-10000730,499.99,1,0,129.9974,9,2015,4
3733,CA-2015-109575,18-09-2015,23-09-2015,Standard Class,KH-16630,TEC-PH-10000895,1259.93,7,0,327.5818,9,2015,4
3734,CA-2015-109575,18-09-2015,23-09-2015,Standard Class,KH-16630,OFF-BI-10000962,65.08,4,0,31.8892,9,2015,4
3735,CA-2017-168193,06-03-2017,11-03-2017,Second Class,RM-19750,OFF-PA-10002254,26.38,1,0,12.1348,3,2017,0
3736,CA-2017-168193,06-03-2017,11-03-2017,Second Class,RM-19750,FUR-FU-10002554,71.97,3,0,16.5531,3,2017,0
3737,CA-2016-115476,17-03-2016,17-03-2016,Same Day,VM-21835,TEC-PH-10000673,129.98,2,0,62.3904,3,2016,3
3738,CA-2016-115476,17-03-2016,17-03-2016,Same Day,VM-21835,OFF-BI-10000962,32.54,2,0,15.9446,3,2016,3
3739,CA-2016-133340,09-12-2016,13-12-2016,Standard Class,LH-17155,TEC-PH-10003988,10.9,1,0,3.052,12,2016,4
3740,CA-2016-133340,09-12-2016,13-12-2016,Standard Class,LH-17155,TEC-AC-10001109,59.98,2,0,25.1916,12,2016,4
3741,CA-2016-133340,09-12-2016,13-12-2016,Standard Class,LH-17155,OFF-AP-10002311,61.929,1,0.1,23.3954,12,2016,4
3742,CA-2016-137848,15-01-2016,21-01-2016,Standard Class,WB-21850,OFF-EN-10001137,16.52,4,0,7.5992,1,2016,4
3743,CA-2016-137848,15-01-2016,21-01-2016,Standard Class,WB-21850,OFF-PA-10004285,60.12,9,0,28.8576,1,2016,4
3744,CA-2016-137848,15-01-2016,21-01-2016,Standard Class,WB-21850,OFF-BI-10002225,49.536,3,0.2,17.3376,1,2016,4
3745,CA-2014-113047,24-10-2014,24-10-2014,Same Day,AP-10915,OFF-FA-10002763,11.85,3,0,3.792,10,2014,4
3746,CA-2016-149979,23-09-2016,28-09-2016,Second Class,RA-19915,OFF-ST-10003058,118.25,5,0,34.2925,9,2016,4
3747,CA-2016-149979,23-09-2016,28-09-2016,Second Class,RA-19915,FUR-CH-10002084,368.97,3,0,81.1734,9,2016,4
3748,CA-2017-161956,27-08-2017,29-08-2017,Second Class,DR-12880,FUR-FU-10002937,198.46,2,0,99.23,8,2017,6
3749,CA-2017-161956,27-08-2017,29-08-2017,Second Class,DR-12880,OFF-AP-10001242,321.92,4,0,96.576,8,2017,6
3750,CA-2017-161956,27-08-2017,29-08-2017,Second Class,DR-12880,TEC-CO-10001571,879.984,2,0.2,329.994,8,2017,6
3751,CA-2017-161956,27-08-2017,29-08-2017,Second Class,DR-12880,OFF-SU-10002503,28.4,5,0,8.236,8,2017,6
3752,CA-2017-161956,27-08-2017,29-08-2017,Second Class,DR-12880,FUR-CH-10004886,230.28,3,0.2,23.028,8,2017,6
3753,CA-2017-161956,27-08-2017,29-08-2017,Second Class,DR-12880,OFF-PA-10001289,116.28,3,0,56.9772,8,2017,6
3754,CA-2017-161956,27-08-2017,29-08-2017,Second Class,DR-12880,OFF-BI-10003650,841.568,2,0.2,294.5488,8,2017,6
3755,CA-2017-161956,27-08-2017,29-08-2017,Second Class,DR-12880,OFF-ST-10001370,354.9,5,0,17.745,8,2017,6
3756,CA-2016-116799,03-03-2016,06-03-2016,First Class,JG-15310,OFF-PA-10001892,42.784,7,0.2,15.5092,3,2016,3
3757,CA-2016-116799,03-03-2016,06-03-2016,First Class,JG-15310,FUR-CH-10004983,563.43,5,0.3,-56.343,3,2016,3
3758,CA-2016-111283,29-02-2016,04-03-2016,Standard Class,LC-16870,OFF-AR-10001615,111.104,7,0.2,8.3328,2,2016,0
3759,CA-2015-167745,18-09-2015,23-09-2015,Standard Class,GB-14530,OFF-AR-10003602,11.68,2,0,5.4896,9,2015,4
3760,CA-2015-167745,18-09-2015,23-09-2015,Standard Class,GB-14530,OFF-SU-10004782,16.9,2,0,5.07,9,2015,4
3761,CA-2015-167745,18-09-2015,23-09-2015,Standard Class,GB-14530,FUR-FU-10001591,24.4,2,0,10.248,9,2015,4
3762,CA-2017-104577,12-05-2017,17-05-2017,Standard Class,CK-12205,OFF-PA-10000659,87.6,5,0,42.048,5,2017,4
3763,CA-2016-156251,13-08-2016,18-08-2016,Second Class,TS-21160,FUR-BO-10001337,241.96,2,0,24.196,8,2016,5
3764,CA-2016-156251,13-08-2016,18-08-2016,Second Class,TS-21160,OFF-BI-10003529,8.52,3,0,4.1748,8,2016,5
3765,CA-2017-125878,25-02-2017,02-03-2017,Standard Class,MH-18025,OFF-BI-10002609,1.788,3,0.8,-3.0396,2,2017,5
3766,CA-2016-163153,21-03-2016,25-03-2016,Standard Class,DM-12955,FUR-TA-10004767,99.372,2,0.3,-1.4196,3,2016,0
3767,CA-2016-163153,21-03-2016,25-03-2016,Standard Class,DM-12955,OFF-AR-10001868,1.344,1,0.2,0.504,3,2016,0
3768,CA-2015-103205,08-12-2015,10-12-2015,Second Class,JJ-15760,TEC-PH-10004896,119.96,5,0.2,11.996,12,2015,1
3769,CA-2014-153913,16-12-2014,20-12-2014,Second Class,KB-16585,FUR-CH-10000988,1013.832,9,0.2,101.3832,12,2014,1
3770,CA-2014-153913,16-12-2014,20-12-2014,Second Class,KB-16585,OFF-FA-10000490,1.984,2,0.2,0.6696,12,2014,1
3771,CA-2016-155530,17-12-2016,21-12-2016,Standard Class,CM-12160,FUR-TA-10004256,2003.52,6,0.2,-325.572,12,2016,5
3772,US-2016-101196,12-05-2016,17-05-2016,Standard Class,FM-14215,OFF-ST-10004804,82.368,2,0.2,-19.5624,5,2016,3
3773,CA-2014-115357,06-08-2014,11-08-2014,Second Class,RF-19735,TEC-AC-10000023,62.91,3,0,22.6476,8,2014,2
3774,US-2014-102715,11-04-2014,13-04-2014,Second Class,JK-15370,OFF-FA-10001332,6.912,3,0.2,2.3328,4,2014,4
3775,US-2014-102715,11-04-2014,13-04-2014,Second Class,JK-15370,TEC-AC-10002001,383.976,3,0.2,81.5949,4,2014,4
3776,US-2014-102715,11-04-2014,13-04-2014,Second Class,JK-15370,OFF-PA-10000029,10.368,2,0.2,3.6288,4,2014,4
3777,US-2014-102715,11-04-2014,13-04-2014,Second Class,JK-15370,TEC-AC-10001874,335.944,7,0.2,41.993,4,2014,4
3778,CA-2015-107937,03-05-2015,08-05-2015,Standard Class,JB-16045,FUR-FU-10002298,665.88,6,0,106.5408,5,2015,6
3779,US-2017-148768,30-11-2017,02-12-2017,Second Class,PN-18775,TEC-PH-10002564,71.976,3,0.2,8.997,11,2017,3
3780,CA-2017-118521,16-02-2017,20-02-2017,Standard Class,LF-17185,OFF-PA-10003465,37.94,2,0,18.2112,2,2017,3
3781,CA-2014-149643,16-11-2014,20-11-2014,Standard Class,RH-19510,TEC-PH-10000038,273.96,2,0,10.9584,11,2014,6
3782,CA-2015-135314,09-07-2015,14-07-2015,Second Class,MC-17575,TEC-PH-10003072,269.982,3,0.4,40.4973,7,2015,3
3783,CA-2017-165204,13-11-2017,16-11-2017,Second Class,MN-17935,OFF-PA-10003424,8.904,3,0.2,3.339,11,2017,0
3784,CA-2017-165204,13-11-2017,16-11-2017,Second Class,MN-17935,OFF-ST-10003716,720.064,4,0.2,-63.0056,11,2017,0
3785,CA-2017-125752,31-07-2017,04-08-2017,Standard Class,EH-14125,TEC-AC-10003590,41.424,2,0.2,8.2848,7,2017,0
3786,CA-2017-112487,26-12-2017,30-12-2017,Standard Class,TC-21535,OFF-BI-10000494,3.132,2,0.7,-2.61,12,2017,1
3787,CA-2016-144218,31-10-2016,04-11-2016,Standard Class,JD-15895,OFF-ST-10002615,1085.42,7,0,282.2092,10,2016,0
3788,CA-2016-169971,04-09-2016,09-09-2016,Standard Class,IL-15100,OFF-AR-10002804,3.912,1,0.2,1.0269,9,2016,6
3789,CA-2016-169971,04-09-2016,09-09-2016,Standard Class,IL-15100,OFF-AR-10001044,62.376,3,0.2,7.0173,9,2016,6
3790,US-2016-133508,17-04-2016,21-04-2016,Standard Class,SW-20350,OFF-FA-10000134,29.05,5,0,9.0055,4,2016,6
3791,CA-2014-107139,05-07-2014,11-07-2014,Standard Class,DP-13390,OFF-BI-10001670,180.96,6,0.2,67.86,7,2014,5
3792,CA-2015-111325,27-02-2015,28-02-2015,First Class,BT-11395,OFF-BI-10000343,4.419,3,0.7,-3.3879,2,2015,4
3793,CA-2015-111325,27-02-2015,28-02-2015,First Class,BT-11395,OFF-AR-10002257,16.032,6,0.2,2.2044,2,2015,4
3794,CA-2015-163762,27-11-2015,01-12-2015,Standard Class,JE-15475,OFF-AR-10001915,29.79,3,0,12.5118,11,2015,4
3795,US-2014-117163,27-01-2014,02-02-2014,Standard Class,EJ-13720,OFF-ST-10003692,57.23,1,0,14.3075,1,2014,0
3796,US-2014-117163,27-01-2014,02-02-2014,Standard Class,EJ-13720,FUR-TA-10003469,333,3,0.2,-16.65,1,2014,0
3797,US-2014-117163,27-01-2014,02-02-2014,Standard Class,EJ-13720,OFF-AR-10003179,36.44,4,0,12.0252,1,2014,0
3798,CA-2017-121314,23-09-2017,26-09-2017,First Class,BE-11410,OFF-PA-10003395,251.64,3,0.2,88.074,9,2017,5
3799,CA-2017-147760,04-11-2017,05-11-2017,First Class,KL-16555,FUR-TA-10004575,523.764,3,0.4,-192.0468,11,2017,5
3800,CA-2017-147760,04-11-2017,05-11-2017,First Class,KL-16555,TEC-PH-10002483,1359.96,5,0.2,118.9965,11,2017,5
3801,CA-2016-156503,14-10-2016,20-10-2016,Standard Class,NC-18415,FUR-CH-10003606,102.592,1,0.2,10.2592,10,2016,4
3802,CA-2016-156503,14-10-2016,20-10-2016,Standard Class,NC-18415,TEC-AC-10002473,22.704,1,0.2,5.9598,10,2016,4
3803,CA-2016-156503,14-10-2016,20-10-2016,Standard Class,NC-18415,OFF-PA-10002319,93.024,3,0.2,33.7212,10,2016,4
3804,CA-2016-156503,14-10-2016,20-10-2016,Standard Class,NC-18415,OFF-SU-10000946,12.768,2,0.2,1.4364,10,2016,4
3805,CA-2016-156503,14-10-2016,20-10-2016,Standard Class,NC-18415,OFF-EN-10001335,35.008,4,0.2,13.128,10,2016,4
3806,CA-2016-156503,14-10-2016,20-10-2016,Standard Class,NC-18415,OFF-PA-10002377,39.152,1,0.2,14.682,10,2016,4
3807,CA-2015-113628,12-11-2015,19-11-2015,Standard Class,AH-10690,OFF-AR-10001246,11.76,5,0.2,1.323,11,2015,3
3808,CA-2015-113628,12-11-2015,19-11-2015,Standard Class,AH-10690,OFF-BI-10003291,5.238,2,0.7,-4.0158,11,2015,3
3809,CA-2015-113628,12-11-2015,19-11-2015,Standard Class,AH-10690,OFF-BI-10002799,4.662,3,0.7,-3.7296,11,2015,3
3810,CA-2015-113628,12-11-2015,19-11-2015,Standard Class,AH-10690,FUR-CH-10003298,523.92,5,0.2,-72.039,11,2015,3
3811,CA-2015-113628,12-11-2015,19-11-2015,Standard Class,AH-10690,TEC-PH-10000441,100.792,1,0.2,10.0792,11,2015,3
3812,CA-2015-113628,12-11-2015,19-11-2015,Standard Class,AH-10690,FUR-CH-10004477,146.136,3,0.2,16.4403,11,2015,3
3813,CA-2017-147753,05-03-2017,05-03-2017,Same Day,PK-19075,OFF-LA-10003537,25.06,2,0,11.7782,3,2017,6
3814,CA-2015-103961,05-11-2015,09-11-2015,Standard Class,NG-18430,OFF-LA-10004484,19.824,6,0.2,6.4428,11,2015,3
3815,CA-2016-152471,08-07-2016,08-07-2016,Same Day,ZD-21925,TEC-PH-10002824,823.96,5,0.2,51.4975,7,2016,4
3816,CA-2016-152471,08-07-2016,08-07-2016,Same Day,ZD-21925,OFF-PA-10004965,15.984,2,0.2,4.995,7,2016,4
3817,CA-2015-102582,15-09-2015,19-09-2015,Standard Class,NW-18400,FUR-TA-10003569,801.96,2,0,200.49,9,2015,1
3818,CA-2015-102582,15-09-2015,19-09-2015,Standard Class,NW-18400,TEC-PH-10003187,59.97,3,0,0,9,2015,1
3819,CA-2015-102582,15-09-2015,19-09-2015,Standard Class,NW-18400,FUR-CH-10004853,1056.86,7,0,306.4894,9,2015,1
3820,CA-2017-141873,09-10-2017,14-10-2017,Standard Class,HG-14845,OFF-BI-10001031,12.816,3,0.2,4.3254,10,2017,0
3821,CA-2017-141873,09-10-2017,14-10-2017,Standard Class,HG-14845,FUR-BO-10003034,314.352,3,0.2,-15.7176,10,2017,0
3822,CA-2017-141873,09-10-2017,14-10-2017,Standard Class,HG-14845,OFF-PA-10000069,18.98,2,0,8.9206,10,2017,0
3823,CA-2017-141873,09-10-2017,14-10-2017,Standard Class,HG-14845,OFF-BI-10003655,18.24,6,0.2,6.156,10,2017,0
3824,CA-2015-140984,14-09-2015,18-09-2015,Standard Class,CC-12685,OFF-ST-10000585,991.2,6,0,257.712,9,2015,0
3825,CA-2015-140984,14-09-2015,18-09-2015,Standard Class,CC-12685,TEC-CO-10001571,879.984,2,0.2,329.994,9,2015,0
3826,CA-2015-140984,14-09-2015,18-09-2015,Standard Class,CC-12685,OFF-BI-10002012,12.96,9,0.2,4.536,9,2015,0
3827,CA-2014-132801,07-10-2014,12-10-2014,Standard Class,JG-15805,OFF-ST-10001228,107.44,10,0.2,10.744,10,2014,1
3828,CA-2017-141733,07-05-2017,11-05-2017,Standard Class,RW-19540,FUR-CH-10004086,1458.65,5,0,423.0085,5,2017,6
3829,CA-2017-141733,07-05-2017,11-05-2017,Standard Class,RW-19540,FUR-CH-10002017,26.64,1,0,7.4592,5,2017,6
3830,CA-2017-141733,07-05-2017,11-05-2017,Standard Class,RW-19540,FUR-CH-10000595,476.8,2,0,119.2,5,2017,6
3831,CA-2017-141733,07-05-2017,11-05-2017,Standard Class,RW-19540,OFF-AP-10001563,87.444,2,0.1,18.4604,5,2017,6
3832,US-2015-111927,14-11-2015,19-11-2015,Standard Class,LS-17230,FUR-FU-10004017,76.14,3,0,26.649,11,2015,5
3833,US-2015-111927,14-11-2015,19-11-2015,Standard Class,LS-17230,OFF-BI-10002571,19.96,2,0,9.3812,11,2015,5
3834,CA-2014-105984,24-11-2014,24-11-2014,Same Day,MY-18295,TEC-PH-10000560,1049.97,5,0.4,-209.994,11,2014,0
3835,CA-2014-105984,24-11-2014,24-11-2014,Same Day,MY-18295,FUR-CH-10000847,611.058,3,0.3,-34.9176,11,2014,0
3836,CA-2014-100363,08-04-2014,15-04-2014,Standard Class,JM-15655,OFF-FA-10000611,2.368,2,0.2,0.8288,4,2014,1
3837,CA-2014-100363,08-04-2014,15-04-2014,Standard Class,JM-15655,OFF-PA-10004733,19.008,3,0.2,6.8904,4,2014,1
3838,CA-2014-126760,26-07-2014,02-08-2014,Standard Class,KM-16720,TEC-PH-10001363,911.984,2,0.2,113.998,7,2014,5
3839,CA-2014-126760,26-07-2014,02-08-2014,Standard Class,KM-16720,FUR-CH-10003312,674.352,3,0.2,-109.5822,7,2014,5
3840,CA-2014-126760,26-07-2014,02-08-2014,Standard Class,KM-16720,FUR-FU-10004018,134.01,9,0,36.1827,7,2014,5
3841,CA-2014-126760,26-07-2014,02-08-2014,Standard Class,KM-16720,TEC-AC-10004814,170.97,3,0,70.0977,7,2014,5
3842,US-2014-109162,08-06-2014,12-06-2014,Standard Class,KE-16420,FUR-CH-10002647,170.352,3,0.2,10.647,6,2014,6
3843,CA-2014-101931,28-10-2014,31-10-2014,First Class,TS-21370,OFF-BI-10004140,7.184,2,0.2,2.245,10,2014,1
3844,CA-2014-101931,28-10-2014,31-10-2014,First Class,TS-21370,OFF-SU-10002301,6.28,2,0,0.0628,10,2014,1
3845,CA-2014-101931,28-10-2014,31-10-2014,First Class,TS-21370,OFF-SU-10000646,480.74,2,0,14.4222,10,2014,1
3846,CA-2014-101931,28-10-2014,31-10-2014,First Class,TS-21370,FUR-BO-10001337,616.998,6,0.15,-36.294,10,2014,1
3847,CA-2014-101931,28-10-2014,31-10-2014,First Class,TS-21370,OFF-ST-10003442,141.4,5,0,38.178,10,2014,1
3848,CA-2017-129000,25-11-2017,27-11-2017,Second Class,SZ-20035,OFF-ST-10001097,501.81,3,0,0,11,2017,5
3849,CA-2017-161053,22-09-2017,23-09-2017,First Class,JE-15745,OFF-BI-10004318,691.96,4,0,318.3016,9,2017,4
3850,CA-2017-161053,22-09-2017,23-09-2017,First Class,JE-15745,TEC-AC-10004633,34.95,5,0,15.378,9,2017,4
3851,CA-2015-142377,04-12-2015,09-12-2015,Standard Class,MS-17980,OFF-PA-10001970,85.96,7,0,40.4012,12,2015,4
3852,CA-2015-127593,21-09-2015,21-09-2015,Same Day,DH-13675,FUR-FU-10004006,85.3,2,0,14.501,9,2015,0
3853,CA-2017-130526,26-11-2017,29-11-2017,First Class,GT-14755,OFF-BI-10001524,33.568,8,0.8,-53.7088,11,2017,6
3854,US-2017-131849,06-06-2017,10-06-2017,Standard Class,GH-14410,FUR-FU-10004164,4.95,1,0,2.178,6,2017,1
3855,US-2017-131849,06-06-2017,10-06-2017,Standard Class,GH-14410,OFF-ST-10002957,26.4,5,0,0,6,2017,1
3856,US-2017-105389,23-10-2017,28-10-2017,Second Class,DM-13015,OFF-BI-10004364,3.564,3,0.8,-6.237,10,2017,0
3857,US-2017-105389,23-10-2017,28-10-2017,Second Class,DM-13015,TEC-PH-10002824,823.96,5,0.2,51.4975,10,2017,0
3858,US-2017-105389,23-10-2017,28-10-2017,Second Class,DM-13015,OFF-AR-10000634,10.272,3,0.2,0.8988,10,2017,0
3859,CA-2014-140816,20-12-2014,20-12-2014,Same Day,TC-21295,TEC-AC-10001539,447.944,7,0.2,89.5888,12,2014,5
3860,CA-2017-154039,17-02-2017,22-02-2017,Standard Class,JK-16120,FUR-TA-10001932,480.96,3,0.5,-269.3376,2,2017,4
3861,CA-2017-154039,17-02-2017,22-02-2017,Standard Class,JK-16120,TEC-PH-10002789,124.792,1,0.2,10.9193,2,2017,4
3862,CA-2014-135755,03-05-2014,10-05-2014,Standard Class,NC-18415,OFF-BI-10004828,40.176,3,0.2,14.5638,5,2014,5
3863,CA-2014-135755,03-05-2014,10-05-2014,Standard Class,NC-18415,OFF-BI-10003981,10.896,3,0.2,3.9498,5,2014,5
3864,CA-2017-123246,17-10-2017,19-10-2017,Second Class,AJ-10960,OFF-AR-10001770,10.64,4,0,2.7664,10,2017,1
3865,CA-2015-157133,28-11-2015,03-12-2015,Standard Class,LC-16885,FUR-FU-10004904,151.96,5,0.6,-182.352,11,2015,5
3866,CA-2014-124709,27-07-2014,29-07-2014,Second Class,GW-14605,TEC-AC-10002842,238,2,0,38.08,7,2014,6
3867,CA-2017-146360,23-04-2017,25-04-2017,Second Class,SC-20305,TEC-AC-10003590,155.34,6,0,55.9224,4,2017,6
3868,CA-2015-132486,23-10-2015,27-10-2015,Second Class,JF-15355,TEC-AC-10000710,148.32,9,0,63.7776,10,2015,4
3869,CA-2015-132486,23-10-2015,27-10-2015,Second Class,JF-15355,FUR-CH-10004495,240.784,1,0.2,27.0882,10,2015,4
3870,CA-2015-132486,23-10-2015,27-10-2015,Second Class,JF-15355,FUR-CH-10004540,191.968,7,0.2,16.7972,10,2015,4
3871,CA-2015-132486,23-10-2015,27-10-2015,Second Class,JF-15355,OFF-PA-10004971,11.56,2,0,5.6644,10,2015,4
3872,CA-2015-132486,23-10-2015,27-10-2015,Second Class,JF-15355,OFF-EN-10002600,11.8,4,0,5.664,10,2015,4
3873,CA-2015-132486,23-10-2015,27-10-2015,Second Class,JF-15355,FUR-CH-10001854,842.352,3,0.2,42.1176,10,2015,4
3874,CA-2016-136231,05-09-2016,07-09-2016,Second Class,DM-13015,OFF-EN-10001099,23.472,3,0.2,7.6284,9,2016,0
3875,CA-2016-136231,05-09-2016,07-09-2016,Second Class,DM-13015,OFF-BI-10001597,86.058,7,0.7,-63.1092,9,2016,0
3876,CA-2016-136231,05-09-2016,07-09-2016,Second Class,DM-13015,TEC-PH-10002660,108.784,2,0.2,6.799,9,2016,0
3877,CA-2016-136231,05-09-2016,07-09-2016,Second Class,DM-13015,OFF-PA-10000327,10.272,3,0.2,3.21,9,2016,0
3878,CA-2016-140641,28-10-2016,02-11-2016,Standard Class,EP-13915,OFF-BI-10001191,38.19,5,0.7,-26.733,10,2016,4
3879,CA-2014-151001,05-04-2014,07-04-2014,First Class,JG-15805,OFF-ST-10003455,49.632,4,0.2,3.7224,4,2014,5
3880,CA-2014-151001,05-04-2014,07-04-2014,First Class,JG-15805,OFF-ST-10001031,52.096,4,0.2,3.9072,4,2014,5
3881,CA-2015-129896,15-06-2015,20-06-2015,Standard Class,PF-19120,OFF-PA-10002245,9.568,2,0.2,2.99,6,2015,0
3882,CA-2015-129896,15-06-2015,20-06-2015,Standard Class,PF-19120,OFF-ST-10004804,82.368,2,0.2,-19.5624,6,2015,0
3883,CA-2015-129896,15-06-2015,20-06-2015,Standard Class,PF-19120,FUR-FU-10004904,364.704,6,0.2,-36.4704,6,2015,0
3884,CA-2015-129896,15-06-2015,20-06-2015,Standard Class,PF-19120,FUR-FU-10002396,40.256,4,0.2,11.0704,6,2015,0
3885,CA-2014-152849,05-07-2014,12-07-2014,Standard Class,DW-13195,OFF-AR-10002833,4.368,3,0.2,0.3822,7,2014,5
3886,US-2017-127341,29-01-2017,02-02-2017,Standard Class,CK-12595,OFF-BI-10001072,12.128,4,0.8,-20.6176,1,2017,6
3887,CA-2016-167759,03-03-2016,08-03-2016,Second Class,CC-12670,TEC-PH-10003171,134.85,3,0,37.758,3,2016,3
3888,CA-2014-100895,02-06-2014,06-06-2014,Standard Class,SV-20785,OFF-AR-10004511,8.56,2,0,2.6536,6,2014,0
3889,CA-2014-100895,02-06-2014,06-06-2014,Standard Class,SV-20785,TEC-PH-10001425,239.97,3,0,67.1916,6,2014,0
3890,CA-2014-100895,02-06-2014,06-06-2014,Standard Class,SV-20785,OFF-ST-10001490,356.94,2,0,107.082,6,2014,0
3891,US-2016-163881,24-11-2016,30-11-2016,Standard Class,SP-20860,TEC-AC-10003033,659.9,2,0,217.767,11,2016,3
